,pj_alias,status,pj_github_url,corrected_pj_github_url,correct_url_found,prs_found,frequency,dimensionality,ratio_of_duplicate_prs,total_prs(not a mteric),duplicate_prs(not a metric),cntr_management,additive_contribution_index,logic_coupling_index,has_hard_fork,total_forks (not a metric),total_hard_forks (not a metric),pre_communication
160,metron,1,https://github.com/apache/Metron,https://github.com/apache/Metron,TRUE,TRUE,28.76363636,56.77958453,0.0012837,1558,2,0.0796460177,0.1216716247,0.002326064211,TRUE,501,18,0
161,mnemonic,1,https://github.com/apache/Mnemonic,https://github.com/apache/Mnemonic,TRUE,TRUE,3.545454545,27.21051062,0,238,0,0.03813559322,0.08968193146,0.003239014263,TRUE,59,2,0
162,mod_ftp,1,https://github.com/apache/mod_ftp,https://github.com/OutOfOrder/mod_ftpd,TRUE,FALSE,0,56.80942349,0,0,0,0,0.1227054166,0.01016727191,FALSE,0,0,0
163,mrunit,1,https://github.com/apache/MRUnit,https://github.com/apache/MRUnit,TRUE,TRUE,1,30.78243007,0,0,0,0,0.09781003628,0.009149948767,TRUE,26,1,0
164,muse,1,https://github.com/apache/Muse,https://github.com/apache/Muse,FALSE,FALSE,,,,,,,,,,,,None
165,myfaces,1,https://github.com/apache/MyFaces,https://github.com/apache/MyFaces,TRUE,TRUE,5.43902439,44.27107371,0,224,0,0.06726457399,0.0769383141,0.002101579582,FALSE,52,0,0.21
166,mynewt,1,https://github.com/apache/Mynewt,https://github.com/apache/mynewt-core,TRUE,TRUE,37.11764706,52.52491023,0.0003962,2524,1,0.03832477282,0.06803665063,0.002074298469,TRUE,316,9,0.01
167,netbeans,1,https://github.com/apache/NetBeans,https://github.com/apache/NetBeans,TRUE,TRUE,67.57142857,60.77319913,0,3257,,0.05954887218,0.07844965518,0.006018186337,TRUE,612,19,0.12
168,nifi,1,https://github.com/apache/NiFi,https://github.com/apache/NiFi,TRUE,TRUE,67.07317073,40.14257355,0.00025,5474,,0.02243125904,0.08128784111,0.0005578401859,TRUE,2085,26,0
169,nutch,1,https://github.com/apache/Nutch,https://github.com/apache/Nutch,TRUE,TRUE,6.361111111,36.98651611,0,682,0,0.01594202899,0.06881325103,0.005951252528,TRUE,1153,10,0.01
170,streams,1,https://github.com/apache/Streams,https://github.com/apache/Streams,TRUE,TRUE,6.58974359,37.21476762,0,514,0,0.04280155642,0.1117820552,0.00117249821,TRUE,41,3,0.03
171,nuvem,1,https://github.com/apache/Nuvem,https://github.com/apache/Nuvem,TRUE,FALSE,0,28.92713042,0,0,0,0,0.2730459535,0.002088472415,FALSE,4,0,0
172,ode,1,https://github.com/apache/Ode,https://github.com/apache/Ode,TRUE,TRUE,0.115942029,33.73067038,0,6,0,0,0.08998263379,0.003298112648,TRUE,56,1,0.125
173,ofbiz,1,https://github.com/apache/OFBiz,https://github.com/apache/OFBiz,TRUE,TRUE,0.2872340426,44.40791227,0,15,0,0.07407407407,0.03253536264,0.002619344649,TRUE,542,2,0
174,ognl,1,https://github.com/apache/OGNL,https://github.com/apache/commons-ognl,TRUE,TRUE,1.268292683,22.2600029,0,53,0,0.6153846154,0.0416203327,0.01683016926,TRUE,31,1,0
175,olingo,1,https://github.com/apache/Olingo,https://github.com/apache/olingo-odata4,TRUE,TRUE,0.7228915663,43.44770959,0,40,0,0.05,0.08310453677,0.0009940489602,TRUE,152,1,0.1666666667
176,onami,1,https://github.com/apache/Onami,https://github.com/apache/Onami,TRUE,FALSE,0,16.52924636,0,0,0,0,0.07361903541,0.004351457945,FALSE,3,0,0
177,oodt,1,https://github.com/apache/OODT,https://github.com/apache/OODT,TRUE,TRUE,1.307692308,35.90345904,0,116,0,0.01680672269,0.1201132002,0.002062921248,TRUE,58,2,0.03
178,oozie,1,https://github.com/apache/Oozie,https://github.com/apache/Oozie,TRUE,TRUE,0.5596330275,24.46573262,0,28,0,0.06557377049,0.06106948398,0.00106924872,TRUE,426,6,0
179,climate,1,https://github.com/apache/climate,https://github.com/apache/climate,TRUE,TRUE,6.820512821,34.89956281,0,527,0,0.005639097744,0.09345165723,0.00410608139,TRUE,108,1,0
180,openejb,1,https://github.com/apache/OpenEJB,https://github.com/apache/OpenEJB,TRUE,FALSE,0,39.52414247,0,0,0,0,0.1150378145,0.00134390024,FALSE,25,0,0
181,openjpa,1,https://github.com/apache/OpenJPA,https://github.com/apache/OpenJPA,TRUE,TRUE,0.8604651163,36.32093799,0,63,0,0.04054054054,0.09083915275,0.00477048058,FALSE,97,0,0.06329113924
182,openmeetings,1,https://github.com/apache/Openmeetings,https://github.com/apache/Openmeetings,TRUE,TRUE,1.822580645,48.8203034,0.02727273,110,3,0,0.03425413735,0.002683290462,TRUE,233,3,0
183,opennlp,1,https://github.com/apache/OpenNLP,https://github.com/apache/OpenNLP,TRUE,TRUE,4.362637363,61.94925602,0,379,0,0.005037783375,0.1158600763,0.0005117238403,TRUE,384,3,0.01
184,openoffice,1,https://github.com/apache/OpenOffice.org,https://github.com/apache/openoffice,TRUE,TRUE,2.266666667,2770.839491,0,125,0,0.08088235294,,0.000241258868,TRUE,238,2,0.13
185,openwebbeans,1,https://github.com/apache/OpenWebBeans,https://github.com/apache/OpenWebBeans,TRUE,TRUE,0.4418604651,29.06692755,0,38,0,0,0.09691818331,0.001464692805,TRUE,44,3,0
186,openwhisk,1,https://github.com/apache/OpenWhisk,https://github.com/apache/OpenWhisk,TRUE,TRUE,47.51470588,28.140347,0.00156495,3195,5,0.223460229,0.06831024901,0.001791170923,TRUE,1034,15,0.04
187,parquet,1,https://github.com/apache/Parquet,https://github.com/apache/parquet-mr,TRUE,TRUE,10.51724138,34.00414294,0,822,0,0.03384279476,0.06075056962,0.001214447016,TRUE,1068,7,0.01
188,pdfbox,1,https://github.com/apache/PDFBox,https://github.com/apache/PDFBox,TRUE,TRUE,1.205607477,37.29643053,0,112,0,0,0.03715723178,0.002335535766,TRUE,614,6,0
189,phoenix,1,https://github.com/apache/Phoenix,https://github.com/apache/Phoenix,TRUE,TRUE,15.11494253,46.34480419,0,1096,0,0.02490566038,0.06169196462,0.002003802158,TRUE,832,15,0.01
190,pig,1,https://github.com/apache/Pig,https://github.com/apache/Pig,TRUE,TRUE,0.3130434783,76.978727,0,29,0,0.05555555556,0.07989962332,0.001475500081,TRUE,401,6,0
191,pivot,1,https://github.com/apache/Pivot,https://github.com/apache/Pivot,TRUE,FALSE,0,34.74772365,0,0,0,0,0.09446615007,0.0013065349,FALSE,26,0,0
192,plc4x,1,https://github.com/apache/PLC4X,https://github.com/apache/PLC4X,TRUE,TRUE,6.152173913,46.56488848,0,280,0,0.08771929825,0.08408909207,0.005794552354,TRUE,176,5,0.02
193,pluto,1,https://github.com/apache/Pluto,https://github.com/apache/Pluto,TRUE,TRUE,1,40.44518195,0,0,0,1,0.1351276814,0.002797918436,FALSE,8,0,0
194,predictionio,1,https://github.com/apache/PredictionIO,https://github.com/apache/PredictionIO,TRUE,TRUE,4.988235294,63.99002556,0,407,0,0.07311320755,0.08975856212,0.002762221681,TRUE,1975,6,0.05
195,pulsar,1,https://github.com/apache/Pulsar,https://github.com/apache/Pulsar,TRUE,TRUE,142.0983607,42.69249123,0.00025,8669,,0.3160945669,0.08627903429,0.0007101277276,TRUE,2481,18,0.98
196,qpid,1,https://github.com/apache/Qpid,https://github.com/apache/Qpid,TRUE,TRUE,0.1960784314,37.88008925,0,9,0,0,0.06981986689,0.001220082066,FALSE,83,0,0
197,wookie,1,https://github.com/apache/Wookie,https://github.com/apache/Wookie,TRUE,TRUE,1,42.43988571,0,0,0,0,0.1476510053,0.0008254526313,FALSE,8,0,0
198,ranger,1,https://github.com/apache/Ranger,https://github.com/apache/Ranger,TRUE,TRUE,1.456790123,47.46355175,0,40,0,0.02542372881,0.06031834016,0.0005871407925,TRUE,544,7,0
199,rat,1,https://github.com/apache/RAT,https://github.com/apache/creadur-rat,TRUE,TRUE,0.3424657534,27.34115622,0,19,0,0.24,0.05602402804,0.01200880341,TRUE,24,2,0.08
200,rave,1,https://github.com/apache/Rave,https://github.com/apache/Rave,TRUE,TRUE,0.6388888889,41.70913615,0,23,0,0.08695652174,0.09198663339,0.001331303929,TRUE,13,1,0
201,reef,1,https://github.com/apache/REEF,https://github.com/apache/REEF,TRUE,TRUE,19.25641026,26.82171713,0.00200535,1496,3,0.4294274301,0.08495787537,0.001114213397,TRUE,99,4,0.03
202,river,1,https://github.com/apache/River,https://github.com/apache/river-container,TRUE,FALSE,0,37.89989465,0,0,0,0,0.3163370885,0.01411708379,FALSE,4,0,0
203,rocketmq,1,https://github.com/apache/RocketMQ,https://github.com/apache/RocketMQ,TRUE,TRUE,29.48275862,31.57673175,0.00063654,1571,1,0.7605797101,0.08704767858,0.00129674343,TRUE,8498,14,0.02
204,roller,1,https://github.com/apache/Roller,https://github.com/apache/Roller,TRUE,TRUE,0.784,53.47868968,0,97,0,0.01020408163,0.06575343483,0.006621841301,TRUE,107,4,0.0612244898
205,samza,1,https://github.com/apache/Samza,https://github.com/apache/Samza,TRUE,TRUE,19.84615385,30.35414599,0.00066007,1515,1,0.01675257732,0.08859476346,0.0008632982618,TRUE,293,6,0.01
206,sanselan,1,https://github.com/apache/Sanselan,https://github.com/apache/Sanselan,TRUE,TRUE,0.02666666667,49.81417571,0,1,0,0,0.1278583659,0.002507643496,FALSE,16,0,0
207,sentry,1,https://github.com/apache/Sentry,https://github.com/apache/Sentry,TRUE,TRUE,0.2682926829,58.77984618,0,2,0,0.4545454545,0.08718390018,0.0006915451895,FALSE,82,0,0
208,servicecomb,1,https://github.com/apache/ServiceComb,https://github.com/apache/servicecomb-java-chassis,TRUE,TRUE,31.13207547,27.75651171,0.00241984,1653,4,0.02602905569,0.1404333755,0.0004399802844,TRUE,725,5,0
209,servicemix,1,https://github.com/apache/ServiceMix,https://github.com/apache/ServiceMix,TRUE,TRUE,0.7714285714,22.26455392,0,53,0,0.01851851852,0.06186865567,0.006165595959,FALSE,156,0,0
210,shindig,1,https://github.com/apache/Shindig,https://github.com/apache/Shindig,TRUE,TRUE,0.04672897196,29.77531643,0,1,0,0.4,0.07824756653,0.0007873255178,TRUE,44,2,0
211,shiro,1,https://github.com/apache/Shiro,https://github.com/apache/Shiro,TRUE,TRUE,2.845454545,29.82184059,0,297,0,0.02555910543,0.08423586557,0.005257019558,TRUE,2094,5,0.03
212,sis,1,https://github.com/apache/SIS,https://github.com/apache/SIS,TRUE,TRUE,0.3709677419,40.88863942,0,22,0,0,0.07265937024,0.000466586803,FALSE,41,0,0
213,skywalking,1,https://github.com/apache/SkyWalking,https://github.com/apache/SkyWalking,TRUE,TRUE,57.43283582,26.15575381,0.00025747,3884,1,0.294529427,0.1067660617,0.0008157467079,TRUE,5231,23,0.11
214,sling,1,https://github.com/apache/Sling,https://github.com/apache/Sling,TRUE,TRUE,4.763636364,7.25,0,262,0,0.01145038168,0.25,,TRUE,260,2,0.02
215,solr,1,https://github.com/apache/Solr,https://github.com/apache/Solr,TRUE,TRUE,50.875,36.94998344,0,366,0,0.03058823529,0.05948047758,0.0004759647229,TRUE,171,2,0.02
216,spamassassin,1,https://github.com/apache/SpamAssassin,https://github.com/apache/SpamAssassin,TRUE,TRUE,0.05,85.79822935,0,2,0,0,0.02097155261,0.107898715,TRUE,56,1,0
217,spark,1,https://github.com/apache/Spark,https://github.com/apache/Spark,TRUE,TRUE,379.3406593,227.5021935,,34546,,0.08147421282,0.04475444757,0.0003026288642,TRUE,23837,150,0.35
218,sqoop,1,https://github.com/apache/Sqoop,https://github.com/apache/Sqoop,TRUE,TRUE,0.8269230769,37.51465648,0,64,0,0.01162790698,0.09173085604,0.002482840448,TRUE,490,8,0
219,stanbol,1,https://github.com/apache/Stanbol,https://github.com/apache/Stanbol,TRUE,TRUE,0.2093023256,50.16275451,0,3,0,0.2777777778,0.119843388,0.006537657616,FALSE,74,0,0
220,stdcxx,1,https://github.com/apache/stdcxx,https://github.com/apache/stdcxx,TRUE,FALSE,0,97.49732863,0,0,0,0,0.1352259249,0.006568565879,FALSE,26,0,0
221,storm,1,https://github.com/apache/Storm,https://github.com/apache/Storm,TRUE,TRUE,36.41489362,25.46023774,0.00059242,3376,2,0.05169392523,0.03912354041,0.002341077997,TRUE,4020,25,0
222,stratos,1,https://github.com/apache/Stratos,https://github.com/apache/Stratos,TRUE,TRUE,10.34693878,44.14334525,0,498,0,0.009861932939,0.06894796803,0.001061527789,FALSE,107,0,0
223,subversion,1,https://github.com/apache/Subversion,https://github.com/apache/Subversion,TRUE,TRUE,0.1274509804,57.50026685,0,12,0,0,0.02105233947,0.002510239133,TRUE,154,1,0
224,synapse,1,https://github.com/apache/Synapse,https://github.com/apache/Synapse,TRUE,TRUE,0.6527777778,39.9823311,0,46,0,0.1276595745,0.1020868732,0.01161049268,FALSE,46,0,0
225,syncope,1,https://github.com/apache/Syncope,https://github.com/apache/Syncope,TRUE,TRUE,3.506024096,22.44074883,0,289,0,0.01718213058,0.04921122249,0.003449453519,TRUE,133,1,0.03
226,systemml,1,https://github.com/apache/SystemML,https://github.com/apache/SystemML,TRUE,TRUE,20.43661972,118.1361777,0,1445,0,0.02602739726,0.1006460716,0.00955345996,TRUE,397,8,0.04
227,tajo,1,https://github.com/apache/Tajo,https://github.com/apache/Tajo,TRUE,TRUE,15.1,35.67702331,0,1023,0,0.006622516556,0.1071335854,0.00103871764,TRUE,110,2,0.02
228,tapestry,1,https://github.com/apache/Tapestry,https://github.com/apache/tapestry-5,TRUE,TRUE,0.2976190476,47.79651911,0,3,0,0,0.09554774002,0.01092985227,FALSE,72,0,0
229,tez,1,https://github.com/apache/Tez,https://github.com/apache/Tez,TRUE,TRUE,1.848837209,29.9247439,0,116,0,0.0303030303,0.06035957652,0.002003979371,TRUE,319,2,0.02
230,thrift,1,https://github.com/apache/Thrift,https://github.com/apache/Thrift,TRUE,TRUE,19.91935484,31.30395046,0,2450,0,0.03519417476,0.07034997489,0.001287890551,TRUE,3550,17,0
231,tika,1,https://github.com/apache/Tika,https://github.com/apache/Tika,TRUE,TRUE,4.053571429,61.118866,0,409,0,0.0350877193,0.09905079898,0.0006330444691,TRUE,595,13,0.05
232,tinkerpop,1,https://github.com/apache/TinkerPop,https://github.com/apache/TinkerPop,TRUE,TRUE,18.65,34.19959056,0,1494,0,0.06951871658,0.04299404716,0.002979420822,TRUE,674,3,0.02
233,tobago,1,https://github.com/apache/Tobago,https://github.com/apache/myfaces-tobago,TRUE,TRUE,32.6875,33.1233804,0,1667,0,0.573110285,0.05856079637,0.001739816022,FALSE,19,0,0
234,trafficcontrol,1,https://github.com/apache/TrafficControl,https://github.com/apache/TrafficControl,TRUE,TRUE,70.26666667,77.87686872,0.00503839,4168,21,0.4415308292,0.06318405709,0.0008520039678,TRUE,279,19,0.18
235,trafficserver,1,https://github.com/apache/TrafficServer,https://github.com/apache/TrafficServer,TRUE,TRUE,64.85849057,29.65247924,0,0,0,0.1689385151,0.0399235381,0.0006079164809,TRUE,672,2,0.99
236,trafodion,1,https://github.com/apache/Trafodion,https://github.com/apache/Trafodion,TRUE,TRUE,32.31034483,68.14408891,0,1850,0,0.01280683031,0.02848991306,0.007141771369,TRUE,159,5,0
237,trinidad,1,https://github.com/apache/Trinidad,https://github.com/apache/myfaces-trinidad,TRUE,TRUE,0.1071428571,75.71156741,0,1,0,0,0.04832017856,0.002960455285,FALSE,9,0,0
238,tuscany,1,https://github.com/apache/Tuscany,https://github.com/apache/tuscany-sdo,TRUE,TRUE,1,59.01823397,0,0,0,0,0.1414397619,0.001911304025,FALSE,11,0,0
239,twill,1,https://github.com/apache/Twill,https://github.com/apache/Twill,TRUE,TRUE,1.88372093,21.69620783,0,78,0,0,0.05352364229,0.001911859767,TRUE,66,1,0
240,uima,1,https://github.com/apache/UIMA,https://github.com/apache/uima-uimaj,TRUE,TRUE,3.465116279,57.56181938,0,151,0,0,0.05440466557,0.006922922356,FALSE,38,0,1
241,unomi,1,https://github.com/apache/Unomi,https://github.com/apache/Unomi,TRUE,TRUE,5.409090909,28.11062055,0.00274725,364,1,0.02203856749,0.08826862758,0.0008041958042,TRUE,87,4,0.05
242,usergrid,1,https://github.com/apache/Usergrid,https://github.com/apache/Usergrid,TRUE,TRUE,7.380952381,68.63037105,0,599,0,0.01612903226,0.05352547859,0.001774742812,TRUE,372,3,0.02
243,vcl,1,https://github.com/apache/VCL,https://github.com/apache/VCL,TRUE,TRUE,0.2941176471,84.04463924,0,7,0,0,0.03067241844,0.007895652174,FALSE,17,0,0
244,vxquery,1,https://github.com/apache/VXQuery,https://github.com/apache/VXQuery,TRUE,TRUE,4.615384615,66.28420577,0,170,0,0.005555555556,0.1427489808,0.00313128004,FALSE,31,0,0
245,webwork2,1,https://github.com/openwebwork/webwork2,https://github.com/openwebwork/webwork2,TRUE,TRUE,9.543103448,68.59934122,0,1074,0,0.137962128,0.05862607956,0.006106321839,TRUE,126,15,0
246,whirr,1,https://github.com/apache/Whirr,https://github.com/apache/Whirr,TRUE,TRUE,0.2121212121,20.42665941,0,3,0,0,0.0871087837,0.001723035422,FALSE,56,0,0
247,wicket,1,https://github.com/apache/Wicket,https://github.com/apache/Wicket,TRUE,TRUE,3.652892562,32.73799612,0,439,0,0.06053811659,0.06789292617,0.002742013232,TRUE,347,1,0.11
248,wink,1,https://github.com/apache/Wink,https://github.com/apache/Wink,TRUE,TRUE,0.1666666667,87.65246984,0,1,0,0,0.1044032853,0.001423131712,FALSE,22,0,0
249,woden,1,https://github.com/apache/Woden,https://github.com/wso2/wso2-axis2,TRUE,TRUE,2.438202247,14.9001537,0,218,0,0.04128440367,0.0252909851,0.002914951989,TRUE,175,1,0
250,xmlbeans,1,https://github.com/apache/XMLBeans,https://github.com/apache/XMLBeans,TRUE,TRUE,0.03260869565,78.68996166,0,3,0,0,0.1189898518,0.004221617874,FALSE,40,0,0
251,zeppelin,1,https://github.com/apache/Zeppelin,https://github.com/apache/Zeppelin,TRUE,TRUE,54.64102564,32.59506999,0.00047858,4179,2,0.06611957796,0.06055542897,0.000676488749,TRUE,2426,26,0.01
252,agila,2,https://github.com/apache/Agila,https://github.com/agilasverige/agilasverige_site,TRUE,FALSE,0,19.66395156,0,0,0,0,0.1240517223,0.001729166667,FALSE,1,0,0
253,alois,2,https://github.com/apache/Alois,https://github.com/logintas/alois,TRUE,FALSE,0,9.140963461,0,0,0,0,0.07692307692,0.0423696625,FALSE,1,0,0
254,altrmi,2,https://github.com/apache/AltRMI,https://github.com/apache/AltRMI,FALSE,FALSE,,,,,,,,,,,,None
255,ariatosca,2,https://github.com/apache/AriaTosca,https://github.com/apache/incubator-ariatosca,TRUE,TRUE,12.10526316,32.89364045,0.00436681,229,1,0.004347826087,0.1277404334,0.005486005618,TRUE,46,1,0.02
256,awf,2,https://github.com/apache/AWF,https://github.com/apache/AWF,FALSE,FALSE,,,,,,,,,,,,None
257,axion,2,https://github.com/apache/Axion,https://github.com/apache/ws-axiom,TRUE,TRUE,9,27.82648692,0,161,0,0.9938271605,0.09618497845,0.004204597291,FALSE,8,0,0
258,bluesky,2,https://github.com/apache/Bluesky,https://github.com/apache/Bluesky,FALSE,FALSE,,,,,,,,,,,,None
259,blur,2,https://github.com/apache/Blur,https://github.com/apache/incubator-retired-blur,TRUE,TRUE,0.6666666667,46.24531612,0,5,0,0,0.08302590275,0.0008626635422,FALSE,32,0,0
260,cmda,2,https://github.com/apache/Climate Model Diagnostic Analyzer,https://github.com/apache/Climate Model Diagnostic Analyzer,FALSE,FALSE,,,,,,,,,,,,None
261,composer,2,https://github.com/apache/Composer,https://github.com/apache/openwhisk-composer,TRUE,TRUE,1.621621622,22.40140393,0,59,0,0.2333333333,0.07197576231,0.01133943005,FALSE,19,0,0.1833333333
262,concerted,2,https://github.com/apache/Concerted,https://github.com/apache/incubator-retired-concerted,TRUE,TRUE,6,80.83059088,0,3,0,0,0.1654852659,0.08893515764,FALSE,6,0,0
263,corinthia,2,https://github.com/apache/Corinthia,https://github.com/apache/incubator-retired-corinthia,TRUE,FALSE,0,71.16411807,0,0,0,0,0.1601814252,0.002526254365,FALSE,6,0,0
264,cotton,2,https://github.com/apache/Cotton,https://github.com/apache/incubator-retired-cotton,TRUE,FALSE,0,15.69516113,0,0,0,0,0.0744047619,0.04761904762,FALSE,22,0,0
265,depot,2,https://github.com/apache/Depot,https://github.com/apache/Depot,FALSE,FALSE,,,,,,,,,,,,None
266,droids,2,https://github.com/apache/Droids,https://github.com/trickl/trickl-crawler,TRUE,FALSE,0,36.87066263,0,0,0,0,0.08968045113,0.03153195988,FALSE,0,0,0
267,gearpump,2,https://github.com/apache/Gearpump,https://github.com/gearpump/gearpump,TRUE,TRUE,14.79761905,35.39673838,0,1153,0,0.659694288,0.05940360446,0.006326469428,TRUE,155,4,0
268,gossip,2,https://github.com/apache/Gossip,https://github.com/apache/incubator-retired-gossip,TRUE,TRUE,4,27.90443233,0,68,0,0.02777777778,0.09514055298,0.004090444939,TRUE,107,2,0.01388888889
269,graffito,2,https://github.com/apache/Graffito,https://github.com/apache/Graffito,FALSE,FALSE,,,,,,,,,,,,None
270,hdt,2,https://github.com/apache/incubator-retired-hdt,https://github.com/apache/incubator-retired-hdt,TRUE,TRUE,1,21.95367485,0,0,0,0,0.4213406985,0.007182252495,FALSE,9,0,0
271,heraldry,2,https://github.com/apache/Heraldry,https://github.com/apache/Heraldry,FALSE,FALSE,,,,,,,,,,,,None
272,hise,2,https://github.com/apache/HISE,https://github.com/apache/HISE,FALSE,FALSE,,,,,,,,,,,,None
273,horn,2,https://github.com/apache/HORN,https://github.com/apache/incubator-retired-horn,TRUE,TRUE,2,52.94999734,0,31,0,0,0.277972583,0.03442249743,FALSE,17,0,0
274,htrace,2,https://github.com/apache/incubator-retired-htrace,https://github.com/apache/incubator-retired-htrace,TRUE,TRUE,0.8125,30.76690176,0,8,0,0,0.07194342894,0.002026158074,TRUE,67,1,0
275,imperius,2,https://github.com/apache/Imperius,https://github.com/apache/Imperius,FALSE,FALSE,,,,,,,,,,,,None
276,iota,2,https://github.com/apache/iota,https://github.com/apache/incubator-retired-iota,TRUE,TRUE,2.5,34.46719682,0,33,0,0.05714285714,0.1551275917,0.002736452944,FALSE,32,0,0
277,juice,2,https://github.com/apache/JuiCE,https://github.com/apache/JuiCE,FALSE,FALSE,,,,,,,,,,,,None
278,kabuki,2,https://github.com/apache/Kabuki,https://github.com/apache/Kabuki,FALSE,FALSE,,,,,,,,,,,,None
279,kalumet,2,https://github.com/apache/Kalumet,https://github.com/apache/Kalumet,TRUE,FALSE,0,73.11361497,0,0,0,0,0.2993861434,0.007742418655,FALSE,6,0,0
280,kato,2,https://github.com/apache/Kato,https://github.com/apache/Kato,FALSE,FALSE,,,,,,,,,,,,None
281,kitty,2,https://github.com/apache/Kitty,https://github.com/apache/Kitty,FALSE,FALSE,,,,,,,,,,,,None
282,lokahi,2,https://github.com/apache/Lokahi,https://github.com/apache/Lokahi,FALSE,FALSE,,,,,,,,,,,,None
283,lucene4c,2,https://github.com/apache/Lucene4c,https://github.com/apache/Lucene4c,FALSE,FALSE,,,,,,,,,,,,None
284,mrql,2,https://github.com/apache/MRQL,https://github.com/apache/incubator-retired-mrql,TRUE,TRUE,1.545454545,22.85745471,0,33,0,0,0.07558902468,0.005072842363,FALSE,15,0,0
285,nmaven,2,https://github.com/apache/NMaven,https://github.com/apache/maven,TRUE,TRUE,5.466019417,27.3405539,0,523,0,0.08756567426,0.08665974937,0.001088634427,TRUE,2017,9,0.19
286,npanday,2,https://github.com/apache/NPanday,https://github.com/apache/NPanday,TRUE,TRUE,1,38.26193764,0,0,0,0,0.06161556175,0.0009892353649,TRUE,14,1,0
287,odf,2,https://github.com/apache/ODFToolkit,https://github.com/apache/ODFToolkit,TRUE,TRUE,0.1363636364,162.5145876,0,0,0,0,0.1266171525,0.0008677867056,FALSE,28,0,0
288,olio,2,https://github.com/apache/Olio,https://github.com/apache/Olio,FALSE,FALSE,,,,,,,,,,,,None
289,openaz,2,https://github.com/apache/OpenAz,https://github.com/apache/incubator-retired-openaz,TRUE,TRUE,0.6363636364,38.68555439,0,4,0,0,0.1312968713,0.03516416712,FALSE,25,0,0
290,photark,2,https://github.com/apache/PhotArk,https://github.com/apache/PhotArk,TRUE,FALSE,0,38.89969809,0,0,0,0,0.14014441,0.002724755568,FALSE,6,0,0
291,pirk,2,https://github.com/apache/Pirk,https://github.com/apache/incubator-retired-pirk,TRUE,TRUE,17.14285714,27.19749712,0,116,0,0.008333333333,0.06790267912,0.04299956657,TRUE,25,1,0.08
292,provisionr,2,https://github.com/apache/Provisionr,https://github.com/apache/incubator-retired-provisionr,TRUE,FALSE,0,21.8847028,0,0,0,0,0.1177789187,0.007306367335,FALSE,8,0,0
293,quickstep,2,https://github.com/apache/Quickstep,https://github.com/apache/incubator-retired-quickstep,TRUE,TRUE,12.06666667,59.15708383,0,358,0,0.1022099448,0.05717928748,0.001284414202,FALSE,57,0,0
294,rcf,2,https://github.com/apache/RCF,https://github.com/apache/RCF,FALSE,FALSE,,,,,,,,,,,,None
295,ripple,2,https://github.com/apache/Ripple,https://github.com/apache/incubator-retired-ripple,TRUE,TRUE,2.533333333,27.10461679,0,72,0,0.03947368421,0.05054368246,0.00170755837,TRUE,56,1,0
296,s4,2,https://github.com/apache/S4,https://github.com/apache/incubator-retired-s4,TRUE,TRUE,2,36.12457893,0,2,0,0,0.1412028388,0.006955611678,FALSE,17,0,0
297,sirona,2,https://github.com/apache/Sirona,https://github.com/apache/Sirona,TRUE,TRUE,0.09523809524,31.88360158,0,2,0,0,0.1186362676,0.001198390714,FALSE,49,0,0
298,slider,2,https://github.com/apache/Slider,https://github.com/apache/incubator-retired-slider,TRUE,TRUE,0.1818181818,25.31413176,0,2,0,0,0.05403453685,0.001286237215,FALSE,73,0,0
299,socialsite,2,https://github.com/apache/SocialSite,https://github.com/apache/SocialSite,FALSE,FALSE,,,,,,,,,,,,None
300,stonehenge,2,https://github.com/apache/Stonehenge,https://github.com/apache/Stonehenge,FALSE,FALSE,,,,,,,,,,,,None
301,tashi,2,https://github.com/apache/Tashi,https://github.com/apache/Tashi,TRUE,TRUE,0.1111111111,28.10703135,0,0,0,0,0.06863225666,0.01228217815,FALSE,9,0,0
302,triplesoup,2,https://github.com/apache/TripleSoup,https://github.com/apache/TripleSoup,FALSE,FALSE,,,,,,,,,,,,None
303,tsik,2,https://github.com/apache/TSIK,https://github.com/apache/TSIK,FALSE,FALSE,,,,,,,,,,,,None
304,wadi,2,https://github.com/apache/WADI,https://github.com/apache/WADI,FALSE,FALSE,,,,,,,,,,,,None
305,wave,2,https://github.com/apache/Wave,https://github.com/apache/incubator-retired-wave,TRUE,TRUE,0.5510204082,103.8907513,0,25,0,0,0.1095032483,0.005695893143,FALSE,79,0,0
306,wsrp4j,2,https://github.com/apache/WSRP4J,https://github.com/apache/WSRP4J,FALSE,FALSE,,,,,,,,,,,,None
307,xap,2,https://github.com/apache/XAP,https://github.com/xap/xap,TRUE,TRUE,2.516666667,20.82033441,0,142,0,0.08227848101,0.05665649194,0.00073339813,TRUE,36,1,0.04
308,xmlbeans-cxx,2,https://github.com/apache/XMLBeans/C++,https://github.com/apache/xmlbeans,FALSE,TRUE,,,0,0,0,0,0.1189898518,0.004221617874,,,,0
309,yoko,2,https://github.com/apache/Yoko,https://github.com/apache/geronimo-yoko,TRUE,FALSE,0,58.46841188,0,0,0,0,0.056206466,0.004113115439,TRUE,7,1,0
310,zeta,2,https://github.com/apache/ZetaComponents,https://github.com/apache/ZetaComponents,TRUE,TRUE,0.1739130435,65.19987088,0,3,0,0,0.128822397,0.007423916537,FALSE,15,0,0
