listid,listname,pj_alias,status,start_date,end_date,dev_is_available,commit_is_available,is_in_attic,sponsor,intro,istoplv,start_from_scratch,pj_url,pj_github_url
291,PhotArk,photark,2,8/19/2008,12/29/2012,t,t,f,"Incubator
		 
	   ","A Photo Gallery application, accessible via the web and written in Java
		
		
		Retired due to inactivity.
		 
	   ",,,http://incubator.apache.org/projects/photark.html,https://github.com/apache/PhotArk
292,Pirk,pirk,2,6/17/2016,4/17/2017,t,t,f,"Incubator
		
		(Billie Rinaldi)
		 
	   ","Pirk is a framework for scalable Private Information Retrieval (PIR).
		
		
		Retired due to inactivity.
		 
	   ",,,http://incubator.apache.org/projects/pirk.html,https://github.com/apache/Pirk
293,Provisionr,provisionr,2,3/7/2013,11/22/2013,t,t,f,"Incubator
		
		(Tom White)
		 
	   ","Provisionr provides a service to manage pools of virtual machines on multiple clouds.
		
		
		Failed to grow a community. Retired at request of PPMC.
		 
	   ",,,http://incubator.apache.org/projects/provisionr.html,https://github.com/apache/Provisionr
294,Quickstep,quickstep,2,3/29/2016,11/30/2018,t,t,f,"Incubator
		
		(Roman Shaposhnik)
		 
	   ","Quickstep is a high-performance database engine.
		
		
		Retired for lack of activity
		 
	   ",,,http://incubator.apache.org/projects/quickstep.html,https://github.com/apache/Quickstep
295,RCF,rcf,2,4/6/2007,9/15/2009,t,t,f,"MyFaces
		 
	   ","JSF Component Library.
		
		
		Never got started, so retired.
		 
	   ",,,http://incubator.apache.org/projects/rcf.html,https://github.com/apache/RCF
296,Ripple,ripple,2,10/16/2012,12/6/2015,t,t,f,"Incubator
		
		(Ross Gardler)
		 
	   ","Ripple is a browser based mobile phone emulator designed to aid in the development of HTML5 based mobile applications.  Ripple is a cross platform and cross runtime testing/debugging tool. It currently supports such runtimes as Cordova, WebWorks aand the Mobile Web.
		
		
		Retired for lack of activity
		 
	   ",,,http://incubator.apache.org/projects/ripple.html,https://github.com/apache/Ripple
297,S4,s4,2,9/26/2011,6/19/2014,t,t,f,"Incubator
		 
	   ","S4 (Simple Scalable Streaming System) is a general-purpose, distributed, scalable, partially fault-tolerant, pluggable platform that allows programmers to easily develop applications for processing continuous, unbounded streams of data.
		 
	   ",,,http://incubator.apache.org/projects/s4.html,https://github.com/apache/S4
298,Sirona,sirona,2,10/15/2013,7/3/2017,t,t,f,"Incubator
		
		(Olivier Lamy)
		 
	   ","Monitoring Solution.
		
		
		Retired
		 
	   ",,,http://incubator.apache.org/projects/sirona.html,https://github.com/apache/Sirona
299,Slider,slider,2,4/29/2014,5/24/2018,t,t,f,"Incubator
		
		(Vinod K)
		 
	   ","Slider is a collection of tools and technologies to package, deploy, and manage long running applications on Apache Hadoop YARN clusters.
		
		
		Development of long-running service support for Apache Hadoop YARN has been moved to the hadoop-yarn-services-core module in Apache Hadoop.
		 
	   ",,,http://incubator.apache.org/projects/slider.html,https://github.com/apache/Slider
300,SocialSite,socialsite,2,5/8/2009,10/17/2010,t,f,f,"Incubator
		 
	   ","SocialSite is an OpenSocial-based headless social networking server and a set of OpenSocial Gadgets that make it easy to add social features to existing web sites. Server provides admin console for configuration, gadget approval and management. Gadgets can be combined to form complete UI for social networking with friending, group management and message support.
		 
	   ",,,http://incubator.apache.org/projects/socialsite.html,https://github.com/apache/SocialSite
301,Stonehenge,stonehenge,2,11/19/2008,7/5/2011,t,t,f,"Incubator
		 
	   ","Stonehenge is a set of interoperability scenarios for Service Oriented Architecture and Web Services that demonstrate interoperability between multiple systems including Apache Axis2, WSF/PHP and Microsoft WCF. The code also demonstrates good practice for standards-based interoperability.
		
		
		
            ""The Stonehenge project pretty much accomplished what it originally
            set out to do and then really didn't find a way to transition to
            something that is longer lasting and able to develop a community
            around it.""
        
		 
	   ",,,http://incubator.apache.org/projects/stonehenge.html,https://github.com/apache/Stonehenge
302,Tashi,tashi,2,9/4/2008,10/2/2012,t,t,f,"Incubator
		 
	   ","An infrastructure for cloud computing on big data.
		 
	   ",,,http://incubator.apache.org/projects/tashi.html,https://github.com/apache/Tashi
303,TripleSoup,triplesoup,2,2/5/2007,10/18/2007,t,t,f,"Incubator
		 
	   ","SPARQL endpoint for your webserver. Project entering retired status after failing to get traction.
		 
	   ",,,http://incubator.apache.org/projects/triplesoup.html,https://github.com/apache/TripleSoup
304,TSIK,tsik,2,5/17/2005,3/21/2006,t,f,f,"Web Services
		 
	   ","implementations of various W3C and OASIS specifications related to XML and Web services security
		
		
		Failed to gather community momentum. Cancelled at request of Sponsoring TLP.
		 
	   ",,,http://incubator.apache.org/projects/tsik.html,https://github.com/apache/TSIK
305,WADI,wadi,2,12/5/2005,12/5/2005,t,t,f,"Geronimo
		 
	   ","a robust hetorgeneous clustering engine used to cluster geronimo, tomcat, jetty and other containers eventually.
		
		
		Proposal withdrawn by creator; project continues at Codehaus.
		 
	   ",,,http://incubator.apache.org/projects/wadi.html,https://github.com/apache/WADI
306,Wave,wave,2,12/4/2010,1/15/2018,t,t,f,"Incubator
		 
	   ","A wave is a hosted, live, concurrent data structure for rich communication. It can be used like email, chat, or a document.
		 
	   ",,,http://incubator.apache.org/projects/wave.html,https://github.com/apache/Wave
307,WSRP4J,wsrp4j,2,9/3/2003,4/18/2010,t,f,f,"Portals
		 
	   ","Implementation of OASIS Web Services for Remote Portlets (WSRP)
		 
	   ",,,http://incubator.apache.org/projects/wsrp4j.html,https://github.com/apache/WSRP4J
308,XAP,xap,2,5/22/2006,6/26/2009,t,t,f,"Incubator
		 
	   ","Declarative framework for building Ajax-powered web apps
		 
	   ",,,http://incubator.apache.org/projects/xap.html,https://github.com/apache/XAP
309,XMLBeans/C++,xmlbeans-cxx,2,6/6/2005,5/16/2007,f,f,f,"Web Services
		 
	   ","C++ equivalent of Apache XMLBeans.
		
		
		Failed to get traction.
		 
	   ",,,http://incubator.apache.org/projects/xmlbeanscxx.html,https://github.com/apache/XMLBeans/C++
310,Yoko,yoko,2,1/31/2006,12/17/2007,t,t,f,"Geronimo
		 
	   ","A CORBA Server.
		 
	   ",,,http://incubator.apache.org/projects/yoko.html,https://github.com/apache/Yoko
311,Zeta Components,zeta,2,5/21/2010,4/20/2012,t,t,f,"Incubator
		 
	   ","Zeta Components is a high-quality library of loosely-coupled PHP components.
		 
	   ",,,http://incubator.apache.org/projects/zetacomponents.html,https://github.com/apache/Zeta Components
312,Zipkin,zipkin,2,8/29/2018,6/19/2019,t,t,f,"Incubator
		
		(Michael Semb Wever)
		 
	   ","Zipkin is a distributed tracing system. It helps gather timing data needed to troubleshoot latency problems in microservice architectures.
		
		
		The podling has retired to its former community OpenZipkin (https://zipkin.io)
		 
	   ",,,http://incubator.apache.org/projects/zipkin.html,https://github.com/apache/Zipkin
